//Input. Needs to be first e.g [I] replaced by click or tap,
Benjamin Level 15 Description,Прибыль увеличивается до $500 за раунд. 
Benjamin Level 16 Description,Шаровой троян запускается чаще и зарабатывает больше денег.
Benjamin Level 17 Description,Прибыль увеличивается до $800 за раунд. 
Benjamin Level 18 Description,Шаровой троян способен поражать шары BFB и DDT.
Benjamin Level 19 Description,Биохак длится 9 секунд и затронутые обезьяны взрывают 3 дополнительных слоя вместо двое.
Benjamin Level 20 Description,Утечка финансирования длится 20 секунд и приносит втрое больше прибыли за пробитие обычных шаров.
,
PatFusty Level 1 Description,Пэт обрушивает шары на землю.
PatFusty Level 2 Description,Увеличенный радиус ударной атаки.
PatFusty Level 3 Description,Сплачивающий рёв: все обезьяны поблизости недолго могут пробивать на 1 слой шаров больше.
PatFusty Level 4 Description,Ускоренная атака.
PatFusty Level 5 Description,Иногда сильно хлопает и отталкивает шары от выхода.
PatFusty Level 6 Description,Поражённые Пэт шары ненадолго останавливаются.
PatFusty Level 7 Description,Повышена пробивная способность и урон.
PatFusty Level 8 Description,Ускоренная атака.
PatFusty Level 9 Description,Увеличенная дальность атаки.
PatFusty Level 10 Description,"Соковыжималка: хватает шар МОАВ, BFB, DDT (если заметен) или ZOMG и разрывает его на части за 5 секунд."
PatFusty Level 11 Description,При атаке пробивает больше слоев.
PatFusty Level 12 Description,Ускоренная атака.
PatFusty Level 13 Description,Атаки останавливают шары на более долгое время и способны ненадолго останавливать шары класса MOAB.
PatFusty Level 14 Description,"Увеличены радиус и длительность действия Сплачивающего рёва, а также урон сплочённых обезьян."
PatFusty Level 15 Description,Хлопок поражает больше шаров.
PatFusty Level 16 Description,Увеличена дальность атаки и урон по керамике.
PatFusty Level 17 Description,Ускоренная атака.
PatFusty Level 18 Description,Повышенная пробивающая способность.
PatFusty Level 19 Description,При атаке пробивает больше слоев.
PatFusty Level 20 Description,Соковыжималка способна захватить несколько больших шаров за раз.
,
ObynGreenfoot Level 1 Description,Отправляет духов волков атаковать шары.
ObynGreenfoot Level 2 Description,Гнев природы: все друиды в зоне действия получают +1 к пробивной способности.
ObynGreenfoot Level 3 Description,"Создает колючий кустарник на дороге, который способен взорвать 50 шаров. "
ObynGreenfoot Level 4 Description,"Каждые 18 сек. ставит тотем, замедляющий шары возле себя на 30%. Менее эффективен против шаров MOAB."
ObynGreenfoot Level 5 Description,Атака ускорена у друидов джунглей больше радиус.
ObynGreenfoot Level 6 Description,"Усилена пробивная способность, снаряды летят быстрее."
ObynGreenfoot Level 7 Description,Колючие кусты способны взорвать 100 шаров. 
ObynGreenfoot Level 8 Description,Защитные тотемы природы замедляют шары на 40%.
ObynGreenfoot Level 9 Description,Атака пробивает больше слоёв штормы штормовых друидов больше и сильнее повреждают MOAB.
ObynGreenfoot Level 10 Description,"Стена из деревьев: вырастает на пути и уничтожает все шары, попавшие в неё. Когда стена наполняется шарами, деревья превращаются в деньги."
ObynGreenfoot Level 11 Description,"Природная ясность: все магические обезьяны в зоне действия получают +5 к дальности и +2 к пробивной способности, а друиды ещё +1 к пробивной способности."
ObynGreenfoot Level 12 Description,Атака ускорена магические обезьяны восстанавливаются на 5% быстрее.
ObynGreenfoot Level 13 Description,Дополнительно усиленная пробивная способность и скорость снарядов.
ObynGreenfoot Level 14 Description,Атака пробивает больше слоёв.
ObynGreenfoot Level 15 Description,Защитные тотемы природы замедляют шары на 60% и быстрее откатываются.
ObynGreenfoot Level 16 Description,Каждый колючий куст пробивает по 500 шаров и наносит урон всем типам шаров.
ObynGreenfoot Level 17 Description,Ускоренная атака.
ObynGreenfoot Level 18 Description,Усиленная ярость: счётчик ярости равен 200 в начале раунда.
ObynGreenfoot Level 19 Description,Атака пробивает больше слоёв.
ObynGreenfoot Level 20 Description,Стена из деревьев способна удерживать намного больше шаров.
,
Ezili Level 1 Description,Эзили насылает на шары тёмные проклятья вуду.
Ezili Level 2 Description,Увеличенная дальность атаки.
Ezili Level 3 Description,Остановка сердца: позволяет пробивать фиолетовые шары и не даёт шарам восстанавливаться в течение 10 секунд.
Ezili Level 4 Description,Основная атака Эзили теперь проклинает несколько шаров одновременно.
Ezili Level 5 Description,Ускоренная атака.
Ezili Level 6 Description,Урон в течение времени увеличивается и длится дольше.
Ezili Level 7 Description,"Жертвенный тотем: позволяет обнаруживать камуфляж, усиливает пробивную способность, увеличивает радиус и скорость атаки, а также ускоряет снаряды обезьянам поблизости, в частности магам. Забирает 10 жизней."
Ezili Level 8 Description,Атаки Эзили наносят гораздо больше урона шарам класса MOAB.
Ezili Level 9 Description,"Атаки Эзили отнимают свойства у камуфлированных, растущих и усиленных шаров, не относящихся к классу МОАВ."
Ezili Level 10 Description,"Проклятье MOAB: накладывает проклятье на шар класса MOAB, и он терпит урон каждую секунду до полного уничтожения."
Ezili Level 11 Description,Увеличена дальность атаки. Восставшие некрошары пробиваются на 50% лучше.
Ezili Level 12 Description,"«Остановка сердца» перезаряжается быстрее, длится дольше и наносит больше урона MOAB."
Ezili Level 13 Description,Базовая атака поражает большую площадь и лучше пробивает шары.
Ezili Level 14 Description,Больше урона в течение времени.
Ezili Level 15 Description,Увеличена дальность урон в течение времени наносится дольше.
Ezili Level 16 Description,Жертвенный тотем длится дольше и стоит всего 1 жизнь.
Ezili Level 17 Description,Базовая атака поражает большую площадь и лучше пробивает шары.
Ezili Level 18 Description,Ускоренная атака.
Ezili Level 19 Description,Всякий урон от базовой атаки пробивает 3 слоя!
Ezili Level 20 Description,Проклятье MOAB работает быстрее и может уничтожать шары BAD.
,
//Hero Ability Names,
Rapid Shot Ability,Быстрый выстрел
Storm of Arrows Ability,Дождь из стрел  
Concussive Shell Ability,Взрывной снаряд
Artillery Command Ability,Командование артиллерией
Armor Piercing Shells Ability,Бронебойные снаряды
MOAB Barrage Ability,Барьер для MOAB
Cocktail of Fire Ability,Огненный коктейль
Firestorm Ability,Огненный шторм
Biohack Ability,Биохак
Syphon Funding Ability,Утечка финансирования
Rallying Roar Ability,Сплачивающий рёв
Big Squeeze Ability,Соковыжималка
Brambles Ability,Колючие кусты
Wall of Trees Ability,Стена из деревьев
,
//Hero Ability Descriptions,
Rapid Shot Ability Description,Тройная скорость атаки на кроткое время. 
Storm of Arrows Ability Description,Обрушивает на большую площадь смертоносные стрелы.
Concussive Shell Ability Description,Стреляет самонаводящимся снарядом по самому большому шару на экране и останавливает его. 
Artillery Command Ability Description,Сбрасывает таймеры перезарядки для всех бомбометчиков и обезьян с мортирами.
Armor Piercing Shells Ability Description,Выстрелы пробивают черные шары и наносят дополнительный урон керамическим. Продолжительность увеличивается вместе с уровнем Черчилля. 
MOAB Barrage Ability Description,"Устанавливает барьер из снарядов и останавливает до 10 шаров MOAB класса на экране, каждый раз нанося огромный урон. "
Cocktail of Fire Ability Description,"Бросает бутылку с горючей жидкостью, обжигая шары, которые проходят сквозь огонь. "
Firestorm Ability Description,"Поджигает весь экран, сжигая все шары и давая всем обезьянам бафф «Добавь жару»."
Biohack Ability Description,Атаки 4 ближайших обезьян пробивают ещё 1 слой в течение 6 сек. По окончании эффекта обезьяны что подверглись ему не могут атаковать в течение 2 сек.
Syphon Funding Ability Description,Понижает ранг новых шаров на 1. Пробивание затронутых шаров приносит вдвое больше денег. Эффект длится 10 сек.
Rallying Roar Ability Description,Все обезьяны поблизости недолго могут пробивать на 1 слой шаров больше.
Big Squeeze Ability Description,"Хватает шар МОАВ, BFB, DDT (если заметен) или ZOMG и разрывает его на части за 5 секунд."
Brambles Ability Description,"Создает колючий кустарник на дороге, который способен взорвать 50 шаров. "
Wall of Trees Ability Description,"Создает стену из деревьев на пути и уничтожает все шары, которые попадают в нее. Когда она наполняется шарами, деревья превращаются в деньги. "
Heartstopper Ability Description,Позволяет пробивать фиолетовые шары и не даёт шарам восстанавливаться в течение 10 секунд.
Sacrificial Totem Ability Description,"Позволяет обнаруживать камуфляж, усиливает пробивную способность, увеличивает радиус и скорость атаки, а также ускоряет снаряды обезьянам поблизости, в частности магам. Забирает 10 жизней."
MOAB Hex Ability Description,"Накладывает проклятье на шар класса MOAB, и он терпит урон каждую секунду до полного уничтожения."
,
//Hero Misc,
Level,Уровень
,
//Upgrade Names,
Sharp Shots,Острые выстрелы
Quick Shots,Быстрые выстрелы
Long Range Darts,Дальнобойные дротики
Razor Sharp Shots,Дротики-бритвы
Very Quick Shots,Очень быстрые выстрелы
Enhanced Eyesight,Зоркий глаз
Spike-o-pult,Шипопульта
Triple Shot,Тройной выстрел
Crossbow,Арбалет
Juggernaut,Джаггернаут
Super Monkey Fan Club,Фан-клуб супер-обезьяны
Sharp Shooter,Меткий стрелок
Ultra-Juggernaut,Ультраджаггернаут
Plasma Monkey Fan Club,Фан-клуб плазма-обезьяны 
Crossbow Master,Мастер арбалета
,
Improved Rangs,Улучшенные бумеранги
Faster Throwing,Ускоренный бросок
Long Range Rangs,Дальнобойные бумеранги
Glaives,Глефы
Faster Rangs,Ускоренные бумеранги
Red Hot Rangs,Красная жара
Glaive Ricochet,Рикошетящие глефы
Bionc Boomerang,Бионический бумеранг
Kylie Boomerang,Бумеранг Кайли
M.O.A.R Glaives,ПРиМО-глефы
Turbo Charge,Турбо-заряд
MOAB Press,Натиск на MOAB
Glaive Lord,Властелин глеф
Perma Charge,Вечный заряд
MOAB Domination,Доминирование MOAB
,
Bigger Bombs,Большие бомбы
Faster Reload,Ускоренная перезарядка 
Extra Range,Повышенная дальность
Heavy Bombs,Тяжёлые бомбы
Missile Launcher,Ракетная установка
Frag Bombs,Осколочные бомбы
Really Big Bombs,Огромные бомбы
MOAB Mauler,Гроза MOAB
Cluster Bombs,Кассетные бомбы
Bloon Impact,Поражение шара
MOAB Assassin,Убийца MOAB
Recursive Cluster,Кассетная бомба
Bloon Crush,Разгром шаров
MOAB Eliminator,Уничтожитель MOAB
Bomb Blitz,Блиц-бомба
,
Faster Shooting,Скорострельность
Long Range Tacks,Дальнобойный шпилькострел
More Tacks,Больше шпилек
Even Faster Shooting,Сверхскорострельность
Super Range Tacks,Сверхдальнобойные шпильки
Even More Tacks,Ещё больше шпилек
Hot Shots,Горячие выстрелы
Blade Shooter,Лезвиестрел
Tack Sprayer,Шпилькострел
Ring of Fire,Огненное кольцо
Blade Maelstrom,Водоворот клинков
Overdrive,Форсаж
Inferno Ring,Дьявольское кольцо
Super Maelstrom,Суперводоворот 
The Tack Zone,Зона шпилек
,
Permafrost,Вечная мерзлота
Enhanced Freeze,Улучшенная заморозка
Larger Radius,Увеличенный радиус
Metal Freeze,Резкое похолодание
Deep Freeze,Глубокая заморозка
Re-Freeze,Повторная заморозка
Ice Shards,Ледяные осколки
Arctic Wind,Арктический ветер
Cryo Cannon,Криопушка
Embrittlement,Повышение хрупкости
Snowstorm,Снежная буря
Icicles,Сосульки
Super Brittle,Суперхрупкость
Absolute Zero,Абсолютный ноль
Icicle Impale,Пробивание сосульками
,
Glue Soak,Клеевая пропитка
Bigger Globs,Большие капли
Stickier Glue,Суперклей
Corrosive Glue,Едкий клей
Glue Splatter,Клеемет
Stronger Glue,Усиленный клей
Bloon Dissolver,Растворитель шаров
Glue Hose,Клеевой шланг
MOAB Glue,Клей для MOAB
Bloon Liquefier,Разжижитель шаров
Glue Strike,Налёт клея
Relentless Glue,Неослабевающий клей
The Bloon Solver,Решатель шаров
Glue Storm,Клеешторм
Super Glue,Суперклей
,
Full Metal Jacket,Цельнометаллическая оболочка
Night Vision Goggles,Очки ночного видения
Fast Firing,Быстрая стрельба
Large Calibre,Большой калибр
Shrapnel Shot,Удар шрапнели
Even Faster Firing,Ещё более ускоренная стрельба
Deadly Precision,Дьявольская точность
Bouncing Bullet,Рикошетящая пуля
Semi-Automatic,Полуавтомат
Maim MOAB,Увечья MOAB
Supply Drop,Выброска припасов
Full Auto Rifle,Полностью автоматическая винтовка
Cripple MOAB,Повреждение MOAB
Elite Sniper,Элитный снайпер
Elite Defender,Элитный защитник
,
Longer Range,Увеличенная дальность
Barbed Darts,Колючие дротики
Twin Guns,Две пушки
Advanced Intel,Передовая разведка
Heat-tipped Darts,Тепловые дротики
Airburst Darts,Взрывчатые дротики
Submerge and Support,Погружение и поддержка
Ballistic Missile,Баллистическая ракета
Triple Guns,Тройные пушки
Bloontonium Reactor,Шартониевый реактор
First Strike Capability,Мощный верный удар
Armor Piercing Darts,Бронебойные дротики
Energizer,Энерджайзер
Pre-emptive Strike,Упреждающий удар
Sub Commander,Командир подводников
,
Buccaneer-Faster Shooting,Скорострельность
Buccaneer-Grape Shot,Виноградострел
Buccaneer-Long Range,Дальняя дистанция
Buccaneer-Double Shot,Двойной выстрел
Buccaneer-Hot Shot,Горячий выстрел
Buccaneer-Crow's Nest,Воронье гнездо
Buccaneer-Destroyer,Разрушитель
Buccaneer-Cannon Ship,Корабельная пушка
Buccaneer-Merchantman,Торговое судно
Buccaneer-Aircraft Carrier,Авианосец
Buccaneer-Monkey Pirates,Обезьяны-пираты
Buccaneer-Favored Trades,Персональная надбавка
Buccaneer-Carrier Flagship,Флагманский авианосец
Buccaneer-Pirate Lord,Главарь пиратов
Buccaneer-Trade Empire,Торговая империя
,
Rapid Fire,Скорострельность
Exploding Pineapple,Ананасовая бомба
Sharper Darts,Более острые дротики
Lots More Darts,Намного больше дротиков
Spy Plane,Самолет-разведчик
Centered Path,Центральный путь
Fighter Plane,Истребитель
Bomber Ace,Бомбовый ас 
Neva-Miss Targeting,Точный прицел
Operation: Dart Storm,"Операция ""Вихрь дротиков"""
Ground Zero,Эпицентр
Spectre,Фантом
Sky Shredder,Небесный шредер
Tsar Bomba,Царь-бомба
Flying Fortress,Летающая крепость
,
Quad Darts,Четверные дротики
Bigger Jets,Большой аппарат
Faster Firing,Скорострельность
Pursuit,Погоня
IFR,ИК-инструменты
Faster Darts,Ускоренные дротики
Razor Rotors,Бритво-роторы
Downdraft,Нисходящий поток
MOAB Shove,Толчок MOAB
Apache Dartship,Дротиковый корабль
Support Chinook,Вертолет поддержки
Comanche Defense,Оборона команчей
Apache Prime,Вождь апачей
Special Poperations,Спецпробивации
Comanche Commander,Командир команчей
,
Bigger Blast,Усиленный взрыв
Mortar Faster Reload,Ускоренная перезарядка 
Increased Accuracy,Улучшенная точность
Bloon Buster,Шаросбиватель
Mortar Rapid Reload,Быстрая перезарядка
Burny Stuff,Горючие материалы
Shockwave,Контузия
Heavy Shells,Тяжёлые снаряды
Signal Flare,Сигнальная ракета
The Big One,Здоровяк
Artillery Battery,Артиллерийский залп
Shattering Shells,Сокрушающие снаряды
The Biggest One,Большая штука
Pop and Awe,Взрыв и трепет
Blooncineration,Шаросожжение
,
Focused Firing,Направленный огонь
Advanced Targeting,Улучшенный прицел
Powerful Darts,Мощные дротики
Faster Swivel,Быстрое вращение
Faster Barrel Spin,Быстрый барабан
Depleted Bloontonium,Обедненный шартоний
Laser Shock,Лазерный шок
Laser Cannon,Лазерная пушка
