//Input. Needs to be first e.g [I] replaced by click or tap,
Benjamin Level 3 Description,Biohack: 4 closest Monkeys pop an extra layer per attack for 6 seconds. Affected Monkeys can't attack for 2 seconds after effect ends.
Benjamin Level 4 Description,Skimming - earns +$1 for every new Bloon spawned.
Benjamin Level 5 Description,Bank Hack - all banks earn +5% income.
Benjamin Level 6 Description,Cyber Security - Restores 5 lives at the end of each round.
Benjamin Level 7 Description,Bloon Trojan - Every few seconds sends a Trojan software virus to random Bloon. Affected Bloon spawns no children when destroyed and produces 1 extra cash for every layer.
Benjamin Level 8 Description,Income increased to $250 per round.
Benjamin Level 9 Description,Bank hack increased to 12%
Benjamin Level 10 Description,Syphon Funding: Downgrades most newly spawned Bloons by 1 rank. Cash per pop from affected Bloons is double. Lasts 10 seconds.
Benjamin Level 11 Description,Income increased to $300 per round.
Benjamin Level 12 Description,Skimming increased to $2 per Bloon.
Benjamin Level 13 Description,Biohack increases bonus damage and affects 6 Monkeys for 8 seconds.
Benjamin Level 14 Description,Cyber Security adds 10 lives per round and can go up to 100 over starting lives.
Benjamin Level 15 Description,Income increased to $500 per round.
Benjamin Level 16 Description,Bloon Trojan is sent more often and earns more cash.
Benjamin Level 17 Description,Income increased to $800 per round.
Benjamin Level 18 Description,Bloon Trojan can affect BFB and DDT Bloons.
Benjamin Level 19 Description,Biohack lasts 9 seconds and affected Monkeys pop 3 extra layers instead of 2.
Benjamin Level 20 Description,Syphon Funding lasts 20 seconds and cash per pop is triple normal for affected Bloons.
,
PatFusty Level 1 Description,Pat slams bloons into the ground.
PatFusty Level 2 Description,Increase radius of slam attack.
PatFusty Level 3 Description,Rallying Roar: All nearby Monkeys can pop +1 layer for a short time.
PatFusty Level 4 Description,Increased attack speed.
PatFusty Level 5 Description,Sometimes does a powerful slap that pushes Bloons away from the exit.
PatFusty Level 6 Description,Bloons struck by Pat are stunned for a short time.
PatFusty Level 7 Description,Increased popping power and damage.
PatFusty Level 8 Description,Increased attack speed.
PatFusty Level 9 Description,Increased attack range.
PatFusty Level 10 Description,"Big Squeeze: Grabs a MOAB, BFB, DDT (if visible), or ZOMG and crushes it to bits over 5 seconds."
PatFusty Level 11 Description,Attack pops more layers.
PatFusty Level 12 Description,Increased attack speed.
PatFusty Level 13 Description,Attack stuns Bloons for longer and can stun MOAB-Class Bloons very briefly.
PatFusty Level 14 Description,Rallying Roar increased radius and duration and increased damage of rallied monkeys.
PatFusty Level 15 Description,Slap attack can affect more Bloons.
PatFusty Level 16 Description,Increased attack range and bonus damage to ceramics.
PatFusty Level 17 Description,Increased attack speed.
PatFusty Level 18 Description,Increased popping power.
PatFusty Level 19 Description,Attack pops more layers.
PatFusty Level 20 Description,Big Squeeze can grab several big Bloons at once.
,
ObynGreenfoot Level 1 Description,Sends wolf spirits to attack the Bloons.
ObynGreenfoot Level 2 Description,Nature's Wrath - all Druids in range get +1 pierce.
ObynGreenfoot Level 3 Description,Brambles: Creates a spiked bush on the track that can pop 50 bloons.
ObynGreenfoot Level 4 Description,Every 18 seconds creates a totem that slows all bloons near the totem by 30%. Less effective vs MOAB-class Bloons.
ObynGreenfoot Level 5 Description,Increased attack speed.
ObynGreenfoot Level 6 Description,Increased popping power and projectiles move faster.
ObynGreenfoot Level 7 Description,Brambles can pop 100 Bloons.
ObynGreenfoot Level 8 Description,Nature's ward totems slow Bloons 40%.
ObynGreenfoot Level 9 Description,Attack pops extra layers.
ObynGreenfoot Level 10 Description,"Wall of Trees: Summons a wall of trees across the track that destroy all Bloons that enter. When full, the trees burst into money."
ObynGreenfoot Level 11 Description,"Nature's Clarity - all Magic Monkeys in range get +5 range and +2 pierce, and Druids get an additional +1 pierce."
ObynGreenfoot Level 12 Description,Increased attack speed.
ObynGreenfoot Level 13 Description,Further increased popping power and projectile speed.
ObynGreenfoot Level 14 Description,Attack pops extra layers.
ObynGreenfoot Level 15 Description,"Nature's Ward slows Bloons by 60%, and has reduced cooldown."
ObynGreenfoot Level 16 Description,Brambles pop 500 bloons each and can damage all Bloon types.
ObynGreenfoot Level 17 Description,Increased attack speed.
ObynGreenfoot Level 18 Description,Improved Wrath - all Druid of Wrath pops start each round at 200.
ObynGreenfoot Level 19 Description,Attack pops extra layers.
ObynGreenfoot Level 20 Description,Wall of Trees can hold a lot more Bloons.
,
Ezili Level 1 Description,Ezili curses Bloons with dark voodoo power.
Ezili Level 2 Description,Increased attack range.
Ezili Level 3 Description,Heartstopper: Prevents any Regrow from happening for 6 seconds.
Ezili Level 4 Description,Ezili's main attack now curses multiple bloons.
Ezili Level 5 Description,Increased attack speed.
Ezili Level 6 Description,Damage over time lasts longer and damages faster.
Ezili Level 7 Description,"Sacrificial Totem: A totem that gives Camo detection, extra pierce, attack range, attack speed, and projectile speed to nearby Monkeys. Drains 10 lives."
Ezili Level 8 Description,Ezili's attack does far more damage to MOAB-Class Bloons.
Ezili Level 9 Description,"Ezili's attack strips off Camo, Regrow and Fortified properties from non-MOAB class Bloons."
Ezili Level 10 Description,"MOAB Hex: places a curse on a MOAB-Class Bloon, it takes damage every second until annihilated."
Ezili Level 11 Description,Increased attack range. Increases pierce of reanimated Bloons by 50%.
Ezili Level 12 Description,Heartstopper reduced cooldown and increased duration. Deals increased damage to MOABs.
Ezili Level 13 Description,Base attack larger splash radius and increased pierce.
Ezili Level 14 Description,Faster damage over time.
Ezili Level 15 Description,Increased range. Damage over time lasts longer.
Ezili Level 16 Description,Sacrificial Totem lasts longer and costs only 1 life to use.
Ezili Level 17 Description,Base attack larger splash radius and increased pierce.
Ezili Level 18 Description,Increased attack speed.
Ezili Level 19 Description,Each damage tick from base attack pops 3 layers!
Ezili Level 20 Description,MOAB Hex works faster and can destroy BAD Bloons.
,
//Hero Ability Names,
Rapid Shot Ability,Rapid Shot
Storm of Arrows Ability,Storm of Arrows 
Concussive Shell Ability,Concussive Shell
Artillery Command Ability,Artillery Command
Armor Piercing Shells Ability,Armor Piercing Shells
MOAB Barrage Ability,MOAB Barrage
Cocktail of Fire Ability,Cocktail of Fire
Firestorm Ability,Firestorm
Biohack Ability,Biohack
Syphon Funding Ability,Syphon Funding
Rallying Roar Ability,Rallying Roar
Big Squeeze Ability,Big Squeeze
Brambles Ability,Brambles
Wall of Trees Ability,Wall of Trees
,
//Hero Ability Descriptions,
Rapid Shot Ability Description,Triple attack speed for a short time.
Storm of Arrows Ability Description,Covers a large area in a deadly rain of arrows.
Concussive Shell Ability Description,"Shoots a guided shell to the largest Bloon on screen, stunning it."
Artillery Command Ability Description,Resets cooldown on all Bomb Shooters and Mortar Monkeys.
Armor Piercing Shells Ability Description,Shots can pop Black Bloons and do extra damage to Ceramic Bloons. Duration increases as Churchill levels.
MOAB Barrage Ability Description,"Launches a barrage of shells at up to 10 MOAB-Class Bloons on screen, dealing massive damage each time."
Cocktail of Fire Ability Description,"Hurls a flask of flammable liquid, burning Bloons that pass through the fire."
Firestorm Ability Description,"Sets the whole screen alight, burning all Bloons and granting the Heat It Up buff to all Monkeys."
Biohack Ability Description,4 closest Monkeys pop an extra layer per attack for 6 seconds. Affected Monkeys can't attack for 2 seconds after effect ends.
Syphon Funding Ability Description,Downgrades most newly spawned Bloons by 1 rank. Cash per pop from affected Bloons is double. Lasts 10 seconds.
Rallying Roar Ability Description,All nearby Monkeys can pop +1 layer for a short time.
Big Squeeze Ability Description,"Grabs a MOAB, BFB, DDT (if visible), or ZOMG and crushes it to bits over 5 seconds."
Brambles Ability Description,Creates a spiked bush on the track that can pop 50 Bloons.
Wall of Trees Ability Description,"Summons a wall of trees across the track that destroy all Bloons that enter. When full, the trees burst into money."
Heartstopper Ability Description,Prevents any Regrow from happening for 6 seconds.
Sacrificial Totem Ability Description,"A totem that gives Camo detection, extra pierce, attack range, attack speed, and projectile speed to nearby Monkeys. Drains 10 lives."
MOAB Hex Ability Description,"Places a curse on a MOAB-Class Bloon, it takes damage every second until annihilated."
,
//Hero Misc,
Level,Level
,
//Upgrade Names,
Sharp Shots,Sharp Shots
Quick Shots,Quick Shots
Long Range Darts,Long Range Darts
Razor Sharp Shots,Razor Sharp Shots
Very Quick Shots,Very Quick Shots
Enhanced Eyesight,Enhanced Eyesight
Spike-o-pult,Spike-o-pult
Triple Shot,Triple Shot
Crossbow,Crossbow
Juggernaut,Juggernaut
Super Monkey Fan Club,Super Monkey Fan Club
Sharp Shooter,Sharp Shooter
Ultra-Juggernaut,Ultra-Juggernaut
Plasma Monkey Fan Club,Plasma Monkey Fan Club
Crossbow Master,Crossbow Master
,
Improved Rangs,Improved Rangs
Faster Throwing,Faster Throwing
Long Range Rangs,Long Range Rangs
Glaives,Glaives
Faster Rangs,Faster Rangs
Red Hot Rangs,Red Hot Rangs
Glaive Ricochet,Glaive Ricochet
Bionc Boomerang,Bionic Boomerang
Kylie Boomerang,Kylie Boomerang
M.O.A.R Glaives,M.O.A.R Glaives
Turbo Charge,Turbo Charge
MOAB Press,MOAB Press
Glaive Lord,Glaive Lord
Perma Charge,Perma Charge
MOAB Domination,MOAB Domination
,
Bigger Bombs,Bigger Bombs
Faster Reload,Faster Reload
Extra Range,Extra Range
Heavy Bombs,Heavy Bombs
Missile Launcher,Missile Launcher
Frag Bombs,Frag Bombs
Really Big Bombs,Really Big Bombs
MOAB Mauler,MOAB Mauler
Cluster Bombs,Cluster Bombs
Bloon Impact,Bloon Impact
MOAB Assassin,MOAB Assassin
Recursive Cluster,Recursive Cluster
Bloon Crush,Bloon Crush
MOAB Eliminator,MOAB Eliminator
Bomb Blitz,Bomb Blitz
,
Faster Shooting,Faster Shooting
Long Range Tacks,Long Range Tacks
More Tacks,More Tacks
Even Faster Shooting,Even Faster Shooting
Super Range Tacks,Super Range Tacks
Even More Tacks,Even More Tacks
Hot Shots,Hot Shots
Blade Shooter,Blade Shooter
Tack Sprayer,Tack Sprayer
Ring of Fire,Ring of Fire
Blade Maelstrom,Blade Maelstrom
Overdrive,Overdrive
Inferno Ring,Inferno Ring
Super Maelstrom,Super Maelstrom
The Tack Zone,The Tack Zone
,
Permafrost,Permafrost
Enhanced Freeze,Enhanced Freeze
Larger Radius,Larger Radius
Metal Freeze,Cold Snap
Deep Freeze,Deep Freeze
Re-Freeze,Re-Freeze
Ice Shards,Ice Shards
Arctic Wind,Arctic Wind
Cryo Cannon,Cryo Cannon
Embrittlement,Embrittlement
Snowstorm,Snowstorm
Icicles,Icicles
Super Brittle,Super Brittle
Absolute Zero,Absolute Zero
Icicle Impale,Icicle Impale
,
Glue Soak,Glue Soak
Bigger Globs,Bigger Globs
Stickier Glue,Stickier Glue
Corrosive Glue,Corrosive Glue
Glue Splatter,Glue Splatter
Stronger Glue,Stronger Glue
Bloon Dissolver,Bloon Dissolver
Glue Hose,Glue Hose
MOAB Glue,MOAB Glue
Bloon Liquefier,Bloon Liquefier
Glue Strike,Glue Strike
Relentless Glue,Relentless Glue
The Bloon Solver,The Bloon Solver
Glue Storm,Glue Storm
Super Glue,Super Glue
,
Full Metal Jacket,Full Metal Jacket
Night Vision Goggles,Night Vision Goggles
Fast Firing,Fast Firing
Large Calibre,Large Calibre
Shrapnel Shot,Shrapnel Shot
Even Faster Firing,Even Faster Firing
Deadly Precision,Deadly Precision
Bouncing Bullet,Bouncing Bullet
Semi-Automatic,Semi-Automatic
Maim MOAB,Maim MOAB
Supply Drop,Supply Drop
Full Auto Rifle,Full Auto Rifle
Cripple MOAB,Cripple MOAB
Elite Sniper,Elite Sniper
Elite Defender,Elite Defender
,
Longer Range,Longer Range
Barbed Darts,Barbed Darts
Twin Guns,Twin Guns
Advanced Intel,Advanced Intel
Heat-tipped Darts,Heat-tipped Darts
Airburst Darts,Airburst Darts
Submerge and Support,Submerge and Support
Ballistic Missile,Ballistic Missile
Triple Guns,Triple Guns
Bloontonium Reactor,Bloontonium Reactor
First Strike Capability,First Strike Capability
Armor Piercing Darts,Armor Piercing Darts
Energizer,Energizer
Pre-emptive Strike,Pre-emptive Strike
Sub Commander,Sub Commander
,
Buccaneer-Faster Shooting,Faster Shooting
Buccaneer-Grape Shot,Grape Shot
Buccaneer-Long Range,Long Range
Buccaneer-Double Shot,Double Shot
Buccaneer-Hot Shot,Hot Shot
Buccaneer-Crow's Nest,Crow's Nest
Buccaneer-Destroyer,Destroyer
Buccaneer-Cannon Ship,Cannon Ship
Buccaneer-Merchantman,Merchantman
Buccaneer-Aircraft Carrier,Aircraft Carrier
Buccaneer-Monkey Pirates,Monkey Pirates
Buccaneer-Favored Trades,Favored Trades
Buccaneer-Carrier Flagship,Carrier Flagship
Buccaneer-Pirate Lord,Pirate Lord
Buccaneer-Trade Empire,Trade Empire
,
Rapid Fire,Rapid Fire
Exploding Pineapple,Exploding Pineapple
Sharper Darts,Sharper Darts
Lots More Darts,Lots More Darts
Spy Plane,Spy Plane
Centered Path,Centered Path
Fighter Plane,Fighter Plane
Bomber Ace,Bomber Ace
Neva-Miss Targeting,Neva-Miss Targeting
Operation: Dart Storm,Operation: Dart Storm
Ground Zero,Ground Zero
Spectre,Spectre
Sky Shredder,Sky Shredder
Tsar Bomba,Tsar Bomba
Flying Fortress,Flying Fortress
,
Quad Darts,Quad Darts
Bigger Jets,Bigger Jets
Faster Firing,Faster Firing
Pursuit,Pursuit
IFR,IFR
Faster Darts,Faster Darts
Razor Rotors,Razor Rotors
Downdraft,Downdraft
MOAB Shove,MOAB Shove
Apache Dartship,Apache Dartship
Support Chinook,Support Chinook
Comanche Defense,Comanche Defense
Apache Prime,Apache Prime
Special Poperations,Special Poperations
Comanche Commander,Comanche Commander
,
Bigger Blast,Bigger Blast
Mortar Faster Reload,Faster Reload
Increased Accuracy,Increased Accuracy
Bloon Buster,Bloon Buster
Mortar Rapid Reload,Rapid Reload
Burny Stuff,Burny Stuff
Shockwave,Shell Shock
Heavy Shells,Heavy Shells
Signal Flare,Signal Flare
The Big One,The Big One
Artillery Battery,Artillery Battery
Shattering Shells,Shattering Shells
The Biggest One,The Biggest One
Pop and Awe,Pop and Awe
Blooncineration,Blooncineration
,
Focused Firing,Focused Firing
Advanced Targeting,Advanced Targeting
Powerful Darts,Powerful Darts
Faster Swivel,Faster Swivel
Faster Barrel Spin,Faster Barrel Spin
Depleted Bloontonium,Depleted Bloontonium
Laser Shock,Laser Shock
Laser Cannon,Laser Cannon
Hydra Rocket Pods,Hydra Rocket Pods
Buckshot,Buckshot
Plasma Accelerator,Plasma Accelerator
Rocket Storm,Rocket Storm
Bloon Area Denial System,Bloon Area Denial System
Ray of Doom,Ray of Doom
M.A.D,M.A.D
Bloon Exclusion Zone,Bloon Exclusion Zone
,
Guided Magic,Guided Magic
Fireball,Fireball
Intense Magic,Intense Magic
Arcane Blast,Arcane Blast
Wall of Fire,Wall of Fire
Monkey Sense,Monkey Sense
Arcane Mastery,Arcane Mastery
Dragon's Breath,Dragon's Breath
Shimmer,Shimmer
Arcane Spike,Arcane Spike
Summon Phoenix,Summon Phoenix
Necromancer: Unpopped Army,Necromancer: Unpopped Army
Archmage,Archmage
Wizard Lord Phoenix,Wizard Lord Phoenix
Soulbind,Prince of Darkness
,
Laser Blasts,Laser Blasts
Super Range,Super Range
Knockback,Knockback
Plasma Blasts,Plasma Blasts
Epic Range,Epic Range
Ultravision,Ultravision
Sun Avatar,Sun Avatar
Robo Monkey,Robo Monkey
Dark Knight,Dark Knight
Sun Temple,Sun Temple
Tech Terror,Tech Terror
Dark Champion,Dark Champion
True Sun God,True Sun God
The Anti-Bloon,The Anti-Bloon
Legend of the Night,Legend of the Night
,
Ninja Discipline,Ninja Discipline
Distraction,Distraction
Seeking Shuriken,Seeking Shuriken
Sharp Shurikens,Sharp Shurikens
Counter-Espionage,Counter-Espionage
Caltrops,Caltrops
Double Shot,Double Shot
Shinobi Tactics,Shinobi Tactics
Flash Bomb,Flash Bomb
Bloonjitsu,Bloonjitsu
Bloon Sabotage,Bloon Sabotage
Sticky Bomb,Sticky Bomb
Grandmaster Ninja,Grandmaster Ninja
Grand Saboteur,Grand Saboteur
Master Bomber,Master Bomber
,
Larger Potions,Larger Potions
Stronger Acid,Stronger Acid
Acid Pool,Acid Pool
Acidic Mixture Dip,Acidic Mixture Dip
Perishing Potions,Perishing Potions
Alchemist Faster Throwing,Faster Throwing
Berserker Brew,Berserker Brew
Unstable Concoction,Unstable Concoction
Lead to Gold,Lead to Gold
Stronger Stimulant,Stronger Stimulant
Transforming Tonic,Transforming Tonic
Rubber to Gold,Rubber to Gold
Permanent Brew,Permanent Brew
Total Transformation,Total Transformation
Bloon Master Alchemist,Bloon Master Alchemist
,
Hard Thorns,Hard Thorns
Thorn Swarm,Thorn Swarm
Druidic Reach,Druidic Reach
Heart of Thunder,Heart of Thunder
Heart of Oak,Heart of Oak
Heart of Vengeance,Heart of Vengeance
Druid of the Storm,Druid of the Storm
Druid of the Jungle,Druid of the Jungle
Druid of Wrath,Druid of Wrath
Ball Lightning,Ball Lightning
Jungle's Bounty,Jungle's Bounty
Poplust,Poplust
Superstorm,Superstorm
Spirit of the Forest,Spirit of the Forest
Avatar of Wrath,Avatar of Wrath
,
Increased Production,Increased Production
Long Life Bananas,Long Life Bananas
EZ Collect,EZ Collect
Greater Production,Greater Production
Valuable Bananas,Valuable Bananas
Banana Salvage,Banana Salvage
Banana Plantation,Banana Plantation
Monkey Bank,Monkey Bank
Marketplace,Marketplace
Banana Research Facility,Banana Research Facility
IMF loan,IMF loan
Central Market,Central Market
Banana Central,Banana Central
Monkey-Nomics,Monkey-Nomics
Monkey Wall Street,Monkey Wall Street
,
Sentry Gun,Sentry Gun
Larger Service Area,Larger Service Area
Oversize Nails,Oversize Nails
Faster Engineering,Faster Engineering
